,Unnamed: 0.1,link,country,news_outlet,title,date,text
242,242,https://elmundo.hn/condenaron-en-honduras-a-cuatro-venezolanos-por-traficar-cocaina-en-una-lancha/,honduras,elmundo,Condenan a 11 años de prisión a cuatro venezolanos y un colombiano por tráfico de cocaína,2022-05-14,"Tegucigalpa. – Un juez con jurisdicción nacional impuso una condena de 11 años y tres meses de reclusión a cuatro venezolanos y un colombiano por tráfico de 819 kilos de cocaína, capturados en Gracias a Dios durante el 2021.

Los imputados son Jesús Ramón Montaño Carreño, Julio Rafael Ramos Miranda, Jairo Ismael Barreto Rosas, Junior Daniel Boada Farfán y Juan Fernando Muñetón López, declarados culpables por el delito de tráfico de droga agravado.

Los extranjeros fueron detenidos el 7 de marzo de 2021 en el sector de La Mosquitia, en el departamento de Gracias a Dios, Caribe hondureño.

De acuerdo con la investigación de las autoridades de seguridad, iban a bordo de una lancha rápida trimotor en altamar al momento que fueron interceptados por la Fuerza Naval en las coordenadas, latitud 15° 59.5 Norte, longitud 081° 50.3 oeste.

En total se contabilizaron 26 fardos de cocaína que eran transportados en la embarcación, trabajo que fue coordinado por agentes del Departamento Contra el Crimen Organizado de la Agencia Técnica Investigación Criminal (ATIC).

La droga decomisada a los extranjeros fue incinerada el 3 de mayo de 2021 luego de recibir una orden de un juzgado con jurisdicción nacional, precisó el organismo.

El territorio hondureño es uno de los utilizados para el paso de la droga que llega de Sudamérica con destino a Estados Unidos.

Al menos cuatro toneladas de cocaína y más de 500.000 arbustos de coca han sido incautadas este año en Honduras, según un informe de la Policía Nacional de Honduras.

También han sido destruidas más de una docena de pistas de aterrizaje clandestinas usadas por narcotraficantes para llevar cocaína y otras drogas a México y Estados Unidos, así como una decena de laboratorios para procesar drogas.

Honduras puso en marcha en 2014 un escudo terrestre, marítimo y aéreo para reducir el tráfico de drogas procedentes de América del Sur.

El escudo marítimo cuenta con el apoyo de Estados Unidos a través de un guardacostas en aguas internacionales colindantes con las de la nación centroamericana en el Caribe, mientras que el aéreo y terrestre es ejecutado por Honduras de manera unilateral."
243,243,https://elmundo.hn/pleno-del-poder-judicial-a-reunion-de-urgencia-tras-nueva-solicitud-de-extradicion-hecha-por-eeuu/,honduras,elmundo,Pleno del Poder Judicial a reunión de urgencia tras nueva solicitud de extradición hecha por EEUU,2022-05-12,"Tegucigalpa. – La Corte Suprema de Justicia (CSJ), informó este miércoles sobre una reunión del pleno de magistrados en la cual designarán al juez natural que conocerá el nuevo caso de extradición solicitado por Estados Unidos.

Según indicó el Poder Judicial en redes sociales, el expediente de extradición lo envió este miércoles 11 de mayo por la mañana la Cancillería de la República.

Igualmente, detallaron que la solicitud la remitió la corte de Estados Unidos para el Distrito Sur de la Florida contra un ciudadano hondureño acusado de conspiración para la distribución de al menos cinco kilogramos o más de cocaína hacia ese país del norte.

Tomando en cuenta que días atrás, el titular del Poder Judicial, precisó que desde que se aprobó la extradición, EEUU solicitó 103 personas hasta ese momento, con la documentación del miércoles, sumaría a 104 los hondureños pedidos por la justicia norteamericana y la mayoría por delitos relacionados al narcotráfico.

Los casos más recientes de extradición son la del ex gobernante, Juan Orlando Hernández y el exdirector de la Policía Nacional, Juan Carlos “El Tigre” Bonilla, enviados con la DEA el 21 de abril y 10 de mayo respectivamente hacia Nueva York donde ya los presentaron ante la corte del Distrito Sur en el bajo Manhattan."
244,244,https://elmundo.hn/honduras-demandaria-a-eeh-por-un-perjuicio-de-hasta-15-mil-millones-de-lempiras/,honduras,elmundo,Honduras demandaría a EEH por un perjuicio de hasta 15 mil millones de lempiras,2022-07-12,"Tegucigalpa – El gobierno de Honduras presentaría una demanda en contra de la Empresa de Energía Honduras (EEH), por daños o perjuicios de más de nueve mil millones de lempiras.

Así lo anunció este lunes el ministro de Energía, Erick Tejada, quien estimó que el daño causado por el incumplimiento del contrato oscilaría entre nueve mil a 15 mil millones de lempiras.

“Nosotros estamos actualizando esos datos, pero probablemente ese será el insumo que estaremos manejando con el equipo para presentar una demanda por daños y perjuicios contra el operador”, advirtió el funcionario.

Enumeró que los dos perjuicios que causó EEH son: no cumplir con el plan de inversiones y no lograr la reducción de las pérdidas de la Empresa Nacional de Energía Eléctrica, (ENEE).

Tejada precisó que EEH solo logró reducir las pérdidas de la ENEE durante el primer año, pero que con los siguientes años las pérdidas se incrementaron.

“Ese contrato es un desastre y la presidenta lo ha declarado lesivo para el país”, expresó el también gerente provisional de la ENEE.

Señaló que la demanda requiere de preparaciones y estimó que la próxima semana se estará presentando el escrito para proceder a la acción legal."
245,245,https://elmundo.hn/transportistas-de-carga-pesada-realizan-tomas-por-segundo-dia-en-todo-el-territorio-nacional/,honduras,elmundo,Transportistas de carga pesada realizan tomas por segundo día en todo el territorio nacional,2022-05-11,"Tegucigalpa – Los transportistas de carga pesada realizan tomas por segundo día en todo el territorio nacional debido a que dicen no recibir respuesta de las autoridades de gobierno.

Según lo informado por las organizaciones del transporte de carga en Honduras, las toman se realizan a petición de las bases del sector antes mencionado, en vista que la situación para mantener la prestación del servicio es “insostenible”.

De igual forma, detallaron a través de un comunicado que existe una crisis de grandes dimensiones a lo interno del rubro, que podría provocar grandes desabastecimientos en todo el territorio nacional.

En la zona norte del país, los transportistas se tomaron las carreteras desde horas tempranas de la mañana exigiendo, entre otras exigencias, una rebaja contundente a los combustibles.

Los transportistas hicieron de forma simultánea las tomas en El Durazno en Francisco Morazán; Cofradía en Cortés, lo que atrasó a los ciudadanos hacia sus destinos, por lo que los trabajadores del transporte han pedido disculpas por los inconvenientes."
246,246,https://elmundo.hn/aseguran-mas-de-30-bienes-al-expresidente-juan-orlando-hernandez/,honduras,elmundo,Aseguran más de 30 bienes al expresidente Juan Orlando Hernández,2022-04-02,"Tegucigalpa. – El Ministerio Público, a través de la Fiscalía Especial Contra el Crimen Organizado (Fescco), en conjunto con la Dirección de Lucha Contra el Narcotráfico (DLCN), luego de un trabajo coordinado de investigación patrimonial y financiero sobre el núcleo familiar del expresidente Juan Orlando Hernández, comenzaron a ejecutar este viernes una operación para el aseguramiento e incautación de los bienes muebles, inmuebles, sociedades mercantiles y productos financieros, vinculados al núcleo familiar, quienes son sujetos de investigación conforme a las causales de Privación de Dominio de Bienes de Origen Ilícito.

Dentro de las vinculaciones sostenidas por el Ministerio Público para solicitar la imposición de medidas precautorias, cautelares o de aseguramiento de bienes, se encuentra su relación señalada con personas vinculadas al narcotráfico y con quienes en su momento existió relación transaccional financiera y de constitución de sociedades.

Es así que, con fundamento en los fuertes antecedentes de hechos plasmados en los informes de investigación que sirvieron de sustento para fijar la pretensión de las medidas sobre el patrimonio identificado del ciudadano Juan Orlando Hernández Alvarado y su núcleo familiar, el Ministerio Público de Honduras a través de la Fescco, presentó solicitud ante el Juzgado de Letras de Privación del Dominio de Bienes de Origen Ilícito, para el aseguramiento e incautación de 33 inmuebles distribuidos en los departamentos de Francisco Morazán, Olancho y Lempira, ocho sociedades mercantiles, 16 vehículos y productos financieros.

Cabe destacar que el juez competente decidió otorgar el aseguramiento del total de bienes fijados en la pretensión del Ministerio Público, (lo que implica una prohibición registral de celebrar actos y contratos sobre los referidos bienes)."
247,247,https://elmundo.hn/cortes-y-santa-barbara-pasan-a-alerta-amarilla-por-lluvias-provocadas-por-bonnie/,honduras,elmundo,Cortés y Santa Bárbara pasan a alerta amarilla por lluvias provocadas por Bonnie,2022-07-03,"Tegucigalpa – El Comité de alerta de la Comisión Permanente de Contingencias (Copeco), declaró una alerta amarilla por 24 horas, para los departamentos de Cortés y Santa Bárbara a partir de las 12:00 del mediodía de este sábado.

Asimismo, Copeco decidió mantener en alerta verde el resto del país, por el mismo período de tiempo, debido a la circulación de los vientos de la tormenta tropical Bonnie, que deja fuertes lluvias en el territorio nacional.

Según el Centro de Estudios Atmosféricos, Oceanográficos y Sísmicos (Cenaos) de Copeco, la tormenta tropical Bonnie actualmente se ubica a unos 200 kilómetros al sur del Golfo de Fonseca.

Los expertos de Cenaos, advierten que este sistema continuará desplazándose hacia el oeste a unos 24 kilómetros por hora y pronostican que se fortalecerá sobre el océano Pacífico durante los próximos dos días y que podría convertirse en huracán categoría uno.

Además, las bandas nubosas de Bonnie estarán afectando las regiones sur, suroccidente, occidente y noroccidental del país para las próximas 24 horas y para las montañas del noroccidente se estiman lluvias puntuales entre 60 a 80 milímetros (mm) con máximos de 100 mm en áreas altas de las montañas del departamento de Santa Bárbara y algunos sectores del departamento de Cortés.

El organismo también advirtió que las lluvias y chubascos en la línea fronteriza con El Salvador podrían alcanzar acumulados de 100 mm especialmente en el departamento de Ocotepeque.

Recomendó mantener constante monitoreo durante el desarrollo de este sistema porque los acumulados de lluvias podrían producir el crecimiento de ríos pequeños fronterizos con El Salvador, y en los ríos de mayor caudal del departamento de Cortés.

Copeco recomienda a la población mantener la calma y estar vigilantes del comportamiento de este sistema y mantenerse informados a través de los boletines oficiales de esta institución que permanece activa para informar y prevenir a la población de cualquier situación adversa.

Se les recuerda que para informar de cualquier emergencia que ocurra durante el periodo de alerta deben llamar al 911, que de inmediato será atendido por cualquier institución de primera respuesta."
248,248,https://elmundo.hn/al-menos-seis-privados-de-libertad-mueren-en-reyerta-en-carcel-de-maxima-seguridad-de-el-pozo/,honduras,elmundo,Al menos seis privados de libertad mueren en reyerta en cárcel de máxima seguridad de “El Pozo”,2022-07-04,"Ilama, Santa Bárbara. – Autoridades policiales informaron que este lunes sobre la muerte de al menos seis personas en el interior de la cárcel de máxima seguridad de Ilama, Santa Bárbara, occidente de Honduras conocida como El Pozo.

El oficial de Policía, Marlon Enrique Lagos, detalló que las investigaciones continúan para determinar qué fue lo que pasó en ese reclusorio.

Lagos amplió que la trágica situación se reveló a las 7:30 de la mañana, al ejecutarse la inspección correspondiente. Los cuerpos sin vida de los privados de libertad estaban únicamente con ropa interior y fueron sacados de la celda por otros reos.

“Nos dimos cuenta como a eso de las 07:30 de la mañana, cuando personal que está asignado a ese módulo nos informaron que había seis personas, de las cuales, pues aparentemente estaban muertas”, relató.

Será el levantamiento de los cadáveres que determinará la manera de cómo murieron los privados de libertad, preliminarmente de la Pandilla 18.

“Y efectivamente, han fallecido esas seis personas, las cuales en este momento se está coordinando ya con el Ministerio Público, con Medicina Forense y con todas las autoridades correspondientes para hacer el respectivo levantamiento”, precisó.

Los reclusos fueron sacados del módulo 5, “por lo que se presume que fue una ejecución por parte de la misma pandilla”, indicó el oficial.

Se espera por las autoridades forenses para que realicen el debido reconocimiento y levantamiento de los cadáveres."
249,249,https://elmundo.hn/impulsan-brigadas-de-medicina-preventiva-y-de-asistencia-en-comunidades-del-sur-y-oriente-del-pais/,honduras,elmundo,Impulsan brigadas de medicina preventiva y de asistencia en comunidades del sur y oriente del país,2022-07-15,"Tegucigalpa – Con el fin de extender la asistencia médica a las comunidades, a partir de este mes la empresa Fyffes y su subsidiaria Grupo Sol en Honduras comienzan la implementación del proyecto Brigadas Médicas Comunitarias en el sur y oriente del país, las cuales incluyen charlas de concientización y prevención, así como asistencia médica en 15 comunidades aledañas a las operaciones de la compañía en las zonas de Choluteca y El Paraíso.

El proyecto se inició este mes en la colonia Buena Vista, Marcovia, donde a la fecha ya se han atendido a 79 personas, y se extenderá a las otras 14 comunidades en las próximas semanas. Se espera alcanzar un mínimo de mil personas — aproximadamente 500 niños, e igual número de adultos, mayores de 40 años con síntomas de enfermedades de temporada y/o con diagnóstico de enfermedades de base.

Grupo Sol cuenta con cuatro clínicas médicas en sus fincas en Honduras (tres en Choluteca y una en Ojo de Agua), tres médicos permanentes en nómina, y cinco ambulancias pagadas por la compañía, incluidas tres unidades nuevas este año. Uno de los principales motivos por los que se han implementado las nuevas Brigadas Médicas Comunitarias es para extender la atención médica a los miembros de la comunidad, particularmente a los trabajadores temporales que no pueden acceder a las clínicas médicas de las fincas fuera de la temporada de cultivo de melón.

Las Brigadas Médicas Comunitarias incluyen jornadas de medicina preventiva y de asistencia enfocadas a las enfermedades de base (diabetes, hipertensión, insuficiencia renal), afecciones comunes de temporada (dengue, infecciones del aparato respiratorio y gastrointestinales), así como concientización sobre los beneficios de la vacunación contra el Covid-19.

Michael Fletes, coordinador de Sostenibilidad de Sol Honduras, quien lidera el proyecto, comentó: “Este proyecto fue desarrollado a partir de los resultados de nuestra Evaluación de Necesidades Comunitarias. En esta primera experiencia, se pudo notar la importancia para los pobladores de esta iniciativa, principalmente para mujeres con enfermedades de base cuyas oportunidades de acceso a servicios médicos es limitada y deben salir de la comunidad a buscar asistencia médica teniendo que invertir tiempo y dinero. Creemos que este proyecto nos permitirá entender mejor los desafíos de la salud y en el futuro evolucionar a programas de con enfoque más preventivos y de concientización para nuestras comunidades priorizadas”."
250,250,https://elmundo.hn/a-tamara-envian-al-chiqui-hondureno-extraditado-desde-panama-y-acusado-de-doble-asesinato/,honduras,elmundo,"A Támara envían al “Chiqui”, hondureño extraditado desde Panamá y acusado de doble asesinato",2022-05-25,"Tegucigalpa – Un juez de ejecución decidió enviar a la cárcel de Támara, Francisco Morazán, al hondureño conocido como el “Chiqui”, extraditado desde Panamá luego de permanecer más de una década huyendo de la justicia.

El hondureño, Osman Vicente Ordóñez Acevedo, alias “Chiqui”, lo declararon culpable de dos asesinatos ocurridos en 2007 en la capital, sin embargo, huyó después de que saliera de libertad al vencerse la prisión preventiva impuesta en su contra.

Al extraditado desde Panamá el martes 24 de mayo, lo condenaron a una pena de 40 años de prisión, por las dos muertes violentas, 20 años por cada asesinato.

Las personas que según la justicia hondureña mató Ordóñez Acevedo respondían a los nombres de Eris Francisco Sánchez Maradiaga y Wilfredo Figueroa Rodríguez y la sentencia por su muerte violenta la dictaron desde diciembre del 2009.

El recuento del crimen señala que a los ahora occisos los raptaron y los trasladaron a cercanías de la represa Los Laureles donde les quitaron la vida."
251,251,https://elmundo.hn/en-libertad-se-defenderan-implicados-en-caso-de-corrupcion-de-compra-fraudulenta-de-mascarillas/,honduras,elmundo,En libertad se defenderán implicados en caso de corrupción de compra fraudulenta de mascarillas,2022-06-05,"Tegucigalpa. – El Juzgado de lo Penal en Materia de Corrupción, dictó en las últimas horas medidas cautelares para los implicados en la supuesta compra irregular de mascarillas durante la pandemia.

En la acusación hecha por el Ministerio Público, implica a exfuncionarios de Inversiones Estratégicas de Honduras (Invest-H) y empresarios.

En ese sentido, luego de desarrollar la audiencia de declaración de imputados, el juez determinó que los señalados se defiendan en libertad mientras se desarrolla la audiencia inicial el próximo viernes 10 de junio.

En la audiencia que inició a las 9:00 de la noche del viernes, estuvieron Marco Bográn, Alex Moraes, Carlos Guevara y Bessy Rodríguez, señalados por fraude y violación a los deberes por la compra de mascarillas.

Al filo de las 10:00 de la noche del viernes se efectuó la captura de María Elena Palacios Hernández en la colonia Lara de la capital hondureña, ella es otra de las imputadas.

Quedan pendientes las detenciones de Juan José Lagos Romero (propietario del grupo G y T S.A. de C.V y esposo de la exdiputada Waleska Zelaya), Elena María Hernández González (representante legal de Germar Ferretería).

El Ministerio Público, por medio de la Unidad Nacional de Apoyo Fiscal (UNAF) y la Agencia Técnica de Investigación Criminal (ATIC), interpuso en las últimas horas requerimiento fiscal en contra de siete involucrados en un nuevo acto de corrupción a lo interno de Inversión Estratégica de Honduras (Invest-H) por la millonaria compra irregular de 474 mil mascarillas durante la pandemia por Covid-19.

Los exfuncionarios imputados son Marco Antonio Bográn Corrales (director), Alex Alberto Moraes Girón (administrador de patrimonio vial), Carlos Luis Guevara Mondragón (contador general), Bessy Roxana Rodríguez Mendoza (especialista administrativo y financiero) por suponerlos responsables de los delitos de fraude y violación de los deberes de los funcionarios, así como los empresarios Juan José Lagos Romero (propietario del grupo G y T S.A. de C.V y esposo de la exdiputada Waleska Zelaya), Elena María Hernández González (representante legal de Germar Ferretería) y María Elena Palacios Hernández (de Germar Ferretería) por suponerlos responsables del delito de fraude.

De acuerdo con la relación de hechos, a raíz de la crisis por el coronavirus, entre los meses de abril y mayo de 2020, el Estado se vio en la obligación de comprar material de bioseguridad, entre ellos mascarillas, con el objetivo de cubrir las necesidades del personal médico y del sector salud a nivel nacional.

Aprovechándose de ello, los cuatro exfuncionarios de Invest-H se habrían confabulado con las empresas grupo G y T S.A. de C.V y Germar Ferretería, para venderle al Estado mascarillas de uso no médico para el personal sanitario, violentando los procedimientos legales y administrativos correspondientes.

Además, la UNAF y la ATIC descubrieron que los encausados Marco Antonio Bográn Corrales, Juan José Lagos Romero, Elena María Hernández González y María Elena Palacios Hernández, mediante un concierto previo, simularon que la venta la estaba realizando Germar Ferretería, sin embargo, de las investigaciones se determinó que los funcionarios buscaron beneficiar siempre y en todo momento al grupo G y T S.A. de C.V. de Lagos Romero, en razón que una vez que Invest-H hizo efectivo el pago a Germar Ferretería, de esta empresa se emitió un cheque de más del 95% del valor pactado a favor del esposo de la entonces congresista Zelaya.

Dichas órdenes de compra primero figuraron por un monto arriba de los 50 millones de lempiras y luego por un valor superior a los 39 millones de lempiras siendo esta última cifra la que se canceló a Germar Ferretería, pero esta le devolvió a G y T S.A. de C.V. más de 37 millones de lempiras."
252,252,https://elmundo.hn/labor-de-los-periodistas-es-crucial-para-la-transparencia-del-gobierno-embajadora-laura-dogu/,honduras,elmundo,Labor de los periodistas “es crucial” para la transparencia del gobierno: embajadora Laura Dogu,2022-05-04,"Tegucigalpa – La embajadora de Estados Unidos en Tegucigalpa, Laura F. Dogu, manifestó este martes que la labor de los periodistas “es crucial para la transparencia en el gobierno”, en el marco de la conmemoración del Día Mundial de la Libertad de Prensa.

El 3 de mayo es el Día Mundial de la Libertad de Prensa y “la libertad de prensa es esencial para una sociedad abierta y democrática”, manifestó la diplomática en un video difundido hoy.

Hoy es un día especial para expresar su “agradecimiento a todos los periodistas comprometidos a ser los guardianes del pueblo”, agregó.

Dogu señaló que existen demasiados periodistas enfrentando riegos para hacer bien su trabajo de informar.

“Estados Unidos adora mucho esta libertad, tal como está consagrada en nuestra declaración de derechos. Estamos comprometidos con la libertad de prensa a todos los periodistas y aquellos que trabajan para proteger la libertad de prensa, por favor sigan con el buen trabajo”, recalcó.

Aseguró que está “comprometida para trabajar juntos y avanzar nuestra relación bilateral” con Honduras.

Honduras aparece en la posición 165 de 180 países en la clasificación de libertad de prensa que publicó este martes en su informe mundial Reporteros Sin Fronteras (RSF), catalogado este puesto como una “situación grave”, para la libertad de expresión.

En el caso de Honduras, señala que, “la prensa hondureña vive un lento descenso al infierno desde hace más de una década, tras el golpe de Estado de 2009. El país sigue siendo uno de los más mortíferos para el periodismo en el continente americano”.

Por otro lado, y en ocasión del Día Mundial de la Libertad de Prensa, el gremio periodístico de Honduras lamentó dos décadas de impunidad y 90 periodistas asesinados.

La muerte de 90 periodistas y que las mismas sigan impune refleja el marco de vulnerabilidad con que se ejerce esta profesión en Honduras, declaró, por su lado, el presidente del Colegio de Periodistas de Honduras (CPH), Osman Reyes Pavón."
253,253,https://elmundo.hn/asciende-a-cuatro-numero-de-hondurenos-muertos-en-tragedia-dentro-de-trailer-en-texas/,honduras,elmundo,Asciende a cuatro número de hondureños muertos en tragedia dentro de tráiler en Texas,2022-06-29,"Tegucigalpa – El canciller hondureño, Eduardo Enrique Reina, confirmó que cuatro de las 51 personas fallecidas en un tráiler en San Antonio, Texas, portaban documentación hondureña, por lo que el luto crece en el país, así como en Guatemala y México, de donde también eran originarios los demás migrantes.

El ministro de Relaciones Exteriores detalló que, de los cuatros muertos, tres portaban pasaporte y una persona una identidad (dos hombres y dos mujeres), aunque por el momento no precisó el nombre de las víctimas hondureñas.

No obstante, indicó que independientemente que los fallecidos portaban documentos hondureños, pues debe realizarse un proceso de identificación por no estar seguros sin son las personas que la portaban.

“Estamos trabajando a tiempo completo para proporcionarle la información dactilar a Medicina Forense del Condado en San Antonio, y de confirmarse la documentación encontrada, entonces se darán a conocer los nombres para que los familiares se presenten a la Cancillería y de esa forma proceder a la repatriación de los cuerpos”, añadió.

Este mismo martes en conferencia de prensa, Reina lamentó que “esta es una verdadera tragedia”, al tiempo que anunció que sostendrá una llamada con el secretario de Seguridad Nacional de Estados Unidos, Alejandro Mayorkas, para tratar esta problemática sobre redes de tráfico de personas.

Asimismo, anunció que se reanudarán las repatriaciones de hondureños muertos en el extranjero, tras un impase presupuestario que existió para este tema.

Se espera que en las próximas horas se de una reunión entre la embajada de Honduras, México y Guatemala en Washington, para crear una comisión que permita investigar la tragedia con las autoridades de los EEUU.

Cabe señalar que, funcionarios del condado de Bexar, Texas, confirmaron en una conferencia de prensa en la tarde de este martes, que asciende a 51 los migrantes que murieron en la tragedia en un tráiler.

“A la 1:00 en punto es muy triste informar que la oficina de médicos forenses tiene 51 cuerpos. 39 hombres, 12 mujeres y potencialmente hemos identificado a 34 de ellos”, dijo Rebeca Clay-Flores Comisionada del condado de Bexar.

El hallazgo de los cadáveres se produjo el lunes. Según fuentes policiales, otras 16 personas fueron encontradas con vida, entre ellas cuatro niños, y trasladadas a hospitales de la zona.

Todas ellas sufrieron los efectos de las altas temperaturas, que ese día se acercaron a los 37 grados centígrados en San Antonio, sumado a que dentro del camión no había agua ni aire acondicionado.

Por su parte, el papa Francisco lamentó el fatídico hecho e invitó a elevar una plegaria por los hermanos que han muerto.

“He recibido con dolor las noticias de las tragedias de los migrantes en Texas y en Melilla. Oremos Juntos por estos hermanos que han muerto mientras perseguían la esperanza de una vida mejor; y para que el Señor nos abra el corazón y estas desgracias no sucedan de nuevo”, escribió en su cuenta de Twitter."
254,254,https://elmundo.hn/category/nacionales/#,honduras,elmundo,Noticias de Honduras y el Mundo - Diario El Mundo,,Noticias de Honduras y el Mundo – Diario El Mundo
255,255,https://elmundo.hn/aseguran-plantacion-de-10-mil-arbustos-de-hoja-de-supuesta-coca-en-omoa/,honduras,elmundo,Aseguran plantación de 10 mil arbustos de hoja de supuesta coca en Omoa,2022-04-05,"Puerto Cortés – La Policía Nacional a través de la Dirección Nacional Policial Antidrogas (DNPA) ejecutó la acción de aseguramiento de un terreno de alrededor de dos manzanas con 10 mil arbustos de hoja de cocaína en Omoa.

Esta incautación se realizó en la aldea Agua Blanca, del municipio de Omoa, departamento previamente mencionado en la región norte de Honduras.

Debido a tal hecho, las autoridades han requerido a una persona, a la cual pondrán a disposición del Ministerio Público por suponerla responsable del delito de tráfico ilícito de drogas en su modalidad de siembra, cultivo y cosecha.

El ahora imputado es una persona de 43 años de edad, originario de Omoa. Esta persona será trasladada hasta la ciudad de San Pedro Sula para comenzar el proceso judicial correspondiente.

Al mismo tiempo se tomarán muestras de los arbustos, para que la plantación pueda ser movilizada hasta los laboratorios de análisis forense del Ministerio Público para obtener mayor información."
256,256,https://elmundo.hn/copeco-anuncia-oficialmente-inicio-de-la-temporada-lluviosa-y-ciclonica-en-el-pais/,honduras,elmundo,Copeco anuncia oficialmente inicio de la temporada lluviosa y ciclónica en el país,2022-05-16,"Tegucigalpa. – El jefe de Alerta Temprana de la Comisión Permanente de Contingencias, (Copeco), Juan José Reyes, anunció este lunes el inicio de la temporada lluviosa y ciclónica en el país.

“De acuerdo con las proyecciones que hacen los servicios meteorológicos, después del 15 de mayo las precipitaciones que se generen en la zona oriental, centro, sur y occidente del país, serán el comienzo de la temporada de lluvia”, declaró.

Además, recomendó a la población implementar desde ya las medidas de prevención en caso de cualquier fenómeno climático.

Juan José Reyes, El jefe de Alerta Temprana de la Comisión Permanente de Contingencias, (Copeco).

“Es importante la prevención casera como: limpieza de cunetas, tragantes, podar árboles y asegurar techos. Esto es lo que le pedimos a la población que practique como medidas de prevención para evitar situaciones de inundación o afectación en esta temporada de lluvia”, aseveró Reyes.

Por otra parte, se refirió al inicio de la temporada de cosecha, en la que las autoridades recomiendan a los campesinos analizar el mejor momento para cultivar.

“Cómo institución que maneja los pronósticos estacionales sobre las condiciones probables de lluvia, hemos trasladado información a la Secretaría de Agricultura y Ganadería, para que puedan generar las políticas de Estado en función a qué es lo que se le debe de aconsejar a los productores medianos y pequeños productores”, declaró.

Por prevé que las condiciones de lluvia dentro de los parámetros normales en el país, se verán algunas deficiencias en la zona sur en la zona sur de Francisco Morazán, Choluteca, Valle y los municipios fronterizos en el departamento de La Paz.

"
257,257,https://elmundo.hn/tribunal-libera-a-supuestos-cabecillas-de-organizacion-dedicada-al-aterrizaje-de-narcoavionetas-en-olancho/,honduras,elmundo,Tribunal libera a supuestos cabecillas de organización dedicada al aterrizaje de narcoavionetas en Olancho,2022-04-20,"Tegucigalpa – Nuevamente, personas implicadas en casos de criminalidad organizada son favorecidos en los Tribunales de Sentencia, esta vez siendo sobreseídos de forma definitiva dos personas a las que se les señala como presuntos líderes de una estructura criminal dedicada al aterrizaje de narcoavionetas en Olancho y a quienes se les cobija bajo las controvertidas reformas aprobadas el año anterior a la Ley Especial Contra el Lavado de Activos por parte del Congreso Nacional.

Se trata de José María Salgado Cálix y Marión Danilo Salgado Moradel, acusados del delito de lavado de activos y capturados el 27 de febrero de 2018, en acciones ejecutadas por la Fiscalía Especial Contra el Crimen Organizado (FESCCO) y la Dirección de Lucha Contra el Narcotráfico (DLCN).

Los procesados fueron arrestados en el marco de la Operación Dragón II en allanamientos realizadas en el municipio de San Francisco de Becerra, departamento de Olancho y en la aldea Laguna Seca de la misma jurisdicción, en donde también se incautaron un total de 46 bienes inmuebles y seis muebles, entre ellos un restaurante y bar y varias haciendas.

Las investigaciones de este caso iniciaron a partir de una denuncia recibida por parte de la DLCN en fecha 21 de julio del año 2015, cuyo seguimiento al caso se le denominó Operación Tauro desarrollada el 30 de noviembre de 2017.

Es así que se pudo establecer que Marión Danilo Salgado Moradel y su padre José María Salgado, estaban vinculados a la coordinación para el abastecimiento de combustible y descarga de droga de aeronaves que aterrizaban cargadas de cocaína procedente de América del Sur, actividad que se presume realizan en la carretera que conduce desde el municipio de San Francisco de Becerra a la aldea de Laguna Seca y en áreas aledañas al sector.

Los imputados se dedicarían a proporcionar toda la logística necesaria para el aterrizaje de narcoavionetas y traslado de los cargamento de droga desde el departamento de Olancho hasta la República de Guatemala, lo que les habría generado producto de esta actividad ilícita la obtención de fuertes ingresos en los últimos 10 años y que les permitió realizar grandes inversiones en compra de inmuebles (extensiones de tierra), ganado vacuno y otros, consiguiendo con ello un crecimiento económico que los colocó como potentados del municipio.

Se establece que Marión Danilo Salgado exhibía su fortuna mediante corridos exclusivos a su persona, fiestas y eventos especiales amenizados por el conjunto musical el roble copaneco y que ha dichos eventos incluso se observaba la presencia de los señores Arnulfo y Luis Valle Valle, extraditados por narcotráfico a los Estados Unidos de América.

Todos estos hechos, darían paso a que el Ministerio Público a la hora del juicio oral y público, con la prueba que cuenta en su poder, acreditará el vínculo entre el tráfico de drogas y el lavado de activos, sin embargo, la Sala II del Tribunal de Sentencia con Jurisdicción Nacional, a petición de la defensa, resolvió en una audiencia ad-hoc dictar a favor de los imputados la excarcelación de José María Salgado Cálix y Marión Danilo Salgado Moradel, por lo que se presentará recurso de apelación con fundamento en el hecho que existe una relación indiciaría entre actividades ilícitas de narcotráfico y el crecimiento patrimonial desproporcionado que los encausados presentaron durante periodo de estudio financiero.

Lo que se pretende es que se le permita al Ente Acusador evacuar la prueba de cargo para que sea valorado por el órgano juzgador, de manera que se erradique la práctica actual de emitir juicios anticipados sin conocerse el fondo del asunto, que genera impunidad."
